Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-21 00:00:00+05:30,3190.0,3197.60009765625,3152.0,3158.199951171875,3844346,0.0,0.0
2025-07-22 00:00:00+05:30,3159.60009765625,3180.10009765625,3154.60009765625,3159.60009765625,3198036,0.0,0.0
2025-07-23 00:00:00+05:30,3159.60009765625,3182.0,3157.60009765625,3179.10009765625,1922875,0.0,0.0
2025-07-24 00:00:00+05:30,3165.10009765625,3173.699951171875,3140.0,3148.0,2934778,0.0,0.0
2025-07-25 00:00:00+05:30,3140.0,3156.89990234375,3125.60009765625,3135.800048828125,2568917,0.0,0.0
2025-07-28 00:00:00+05:30,3110.0,3118.0,3069.89990234375,3079.300048828125,3374473,0.0,0.0
2025-07-29 00:00:00+05:30,3060.0,3074.0,3041.199951171875,3056.0,4785312,0.0,0.0
2025-07-30 00:00:00+05:30,3060.0,3069.0,3047.199951171875,3053.60009765625,2880121,0.0,0.0
2025-07-31 00:00:00+05:30,3041.699951171875,3059.800048828125,3015.0,3036.800048828125,2968371,0.0,0.0
2025-08-01 00:00:00+05:30,3029.89990234375,3036.800048828125,3000.0,3003.0,2053847,0.0,0.0
2025-08-04 00:00:00+05:30,3009.10009765625,3079.39990234375,2991.60009765625,3074.39990234375,2519252,0.0,0.0
2025-08-05 00:00:00+05:30,3074.39990234375,3077.5,3042.0,3063.89990234375,1927996,0.0,0.0
2025-08-06 00:00:00+05:30,3063.0,3066.800048828125,3026.0,3032.300048828125,1487081,0.0,0.0
2025-08-07 00:00:00+05:30,3016.0,3051.60009765625,3010.89990234375,3047.0,2543076,0.0,0.0
2025-08-08 00:00:00+05:30,3048.10009765625,3059.800048828125,3025.0,3036.39990234375,2762140,0.0,0.0
2025-08-11 00:00:00+05:30,3036.39990234375,3049.89990234375,3021.300048828125,3040.800048828125,1884215,0.0,0.0
2025-08-12 00:00:00+05:30,3041.0,3096.39990234375,3026.89990234375,3035.39990234375,3358232,0.0,0.0
2025-08-13 00:00:00+05:30,3036.10009765625,3044.39990234375,3028.60009765625,3036.199951171875,2148166,0.0,0.0
2025-08-14 00:00:00+05:30,3034.0,3055.89990234375,3019.10009765625,3022.300048828125,3342174,0.0,0.0
2025-08-18 00:00:00+05:30,3046.5,3049.0,3003.39990234375,3011.199951171875,2945609,0.0,0.0
2025-08-19 00:00:00+05:30,3011.199951171875,3025.0,3011.10009765625,3016.199951171875,2650468,0.0,0.0
